customer,state,customer lifetime value,response,coverage,education,effective to date,employment status,gender,income,location code,marital status,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,policy type,policy,renew offer type,sales channel,total claim amount,vehicle class,vehicle size,vehicle type,month,response_numerical,claims
RO73268,California,3211.070017,No,Extended,Bachelor,2/15/11,Disabled,M,"(-0.001, 25820.0]",Suburban,Divorced,86,6.0,84,0.0,1,Corporate Auto,Corporate L2,Offer3,Agent,412.8,Two-Door Car,Medsize,M,2,0,"(383.945, 453.6]"
WH77063,Arizona,4351.550504,No,Premium,High School or Below,2/9/11,Employed,F,"(68532.8, 99981.0]",Suburban,Married,108,14.0,63,0.0,1,Personal Auto,Personal L1,Offer4,Agent,518.4,Four-Door Car,Small,M,2,0,"(513.6, 599.062]"
TR88637,Arizona,8105.910755,No,Basic,High School or Below,2/11/11,Employed,F,"(25820.0, 44428.0]",Rural,Single,103,19.0,40,0.0,9,Personal Auto,Personal L1,Offer2,Agent,41.965252,SUV,Small,A,2,0,"(0.098, 104.085]"
KZ60207,Arizona,5007.672425,No,Basic,College,1/16/11,Employed,M,"(44428.0, 68532.8]",Suburban,Married,62,31.0,0,0.0,3,Personal Auto,Personal L2,Offer4,Agent,297.6,Four-Door Car,Small,A,1,0,"(212.799, 302.4]"
AF17671,Washington,7765.228166,No,Extended,Bachelor,1/27/11,Employed,F,"(44428.0, 68532.8]",Suburban,Married,97,26.0,25,0.0,3,Personal Auto,Personal L2,Offer4,Web,465.6,Four-Door Car,Medsize,M,1,0,"(453.6, 513.6]"
TG36139,California,4679.977728,No,Extended,High School or Below,2/10/11,Disabled,F,"(-0.001, 25820.0]",Suburban,Single,128,5.0,7,0.0,1,Corporate Auto,Corporate L1,Offer4,Branch,837.905079,SUV,Medsize,A,2,0,"(773.434, 2893.24]"
TL60066,California,2397.036098,Yes,Basic,High School or Below,1/29/11,Retired,F,"(-0.001, 25820.0]",Suburban,Divorced,65,16.0,93,0.0,1,Personal Auto,Personal L1,Offer1,Branch,572.072106,Four-Door Car,Medsize,M,1,1,"(513.6, 599.062]"
VG57728,California,2692.057629,No,Basic,High School or Below,1/8/11,Employed,M,"(68532.8, 99981.0]",Rural,Single,68,4.0,53,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,8.44322,Four-Door Car,Medsize,M,1,0,"(0.098, 104.085]"
VH51235,Arizona,3097.915845,No,Extended,Bachelor,2/14/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,89,16.0,59,0.0,1,Personal Auto,Personal L2,Offer3,Web,427.2,Four-Door Car,Medsize,A,2,0,"(383.945, 453.6]"
KJ86296,Oregon,4556.592993,No,Basic,High School or Below,2/1/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,73,24.0,40,2.0,9,Personal Auto,Personal L2,Offer1,Agent,525.6,Four-Door Car,Medsize,A,2,0,"(513.6, 599.062]"
KP72427,Washington,21639.83862,No,Basic,High School or Below,2/21/11,Employed,M,"(44428.0, 68532.8]",Rural,Married,108,5.0,43,0.0,2,Personal Auto,Personal L3,Offer2,Agent,133.735395,SUV,Medsize,M,2,0,"(104.085, 212.799]"
WR53191,California,15120.21281,No,Extended,Bachelor,2/16/11,Employed,F,"(-0.001, 25820.0]",Suburban,Single,130,15.0,5,0.0,2,Corporate Auto,Corporate L2,Offer1,Web,706.114237,SUV,Medsize,M,2,0,"(599.062, 773.434]"
JP69867,Nevada,8512.13221,No,Premium,College,2/19/11,Employed,M,"(44428.0, 68532.8]",Suburban,Divorced,106,7.0,70,0.0,6,Personal Auto,Personal L3,Offer2,Call Center,508.8,Four-Door Car,Large,M,2,0,"(453.6, 513.6]"
XP50892,Oregon,3940.123576,No,Basic,High School or Below,2/3/11,Employed,M,"(68532.8, 99981.0]",Rural,Single,100,1.0,55,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,25.713622,SUV,Medsize,A,2,0,"(0.098, 104.085]"
ER20865,California,8652.652451,No,Premium,Bachelor,2/1/11,Employed,M,"(44428.0, 68532.8]",Urban,Married,111,2.0,72,2.0,7,Corporate Auto,Corporate L2,Offer3,Branch,377.781658,Two-Door Car,Medsize,A,2,0,"(334.039, 383.945]"
PU18983,Oregon,8608.157233,No,Basic,High School or Below,2/4/11,Employed,F,"(-0.001, 25820.0]",Suburban,Divorced,110,8.0,80,2.0,3,Personal Auto,Personal L1,Offer1,Call Center,528.0,Sports Car,Small,A,2,0,"(513.6, 599.062]"
NT40494,California,5074.246068,No,Basic,High School or Below,2/27/11,Employed,F,"(44428.0, 68532.8]",Urban,Married,63,8.0,0,0.0,6,Personal Auto,Personal L1,Offer1,Agent,160.52105,Four-Door Car,Medsize,A,2,0,"(104.085, 212.799]"
SM73248,Arizona,11537.50507,No,Extended,High School or Below,1/21/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,86,12.0,89,1.0,2,Corporate Auto,Corporate L1,Offer1,Agent,619.2,Two-Door Car,Medsize,A,1,0,"(599.062, 773.434]"
JI42730,Arizona,3705.291862,No,Extended,High School or Below,2/3/11,Employed,M,"(68532.8, 99981.0]",Suburban,Married,92,29.0,19,0.0,1,Personal Auto,Personal L3,Offer4,Agent,441.6,Four-Door Car,Small,M,2,0,"(383.945, 453.6]"
PU92298,Arizona,7956.152761,No,Basic,Bachelor,1/27/11,Medical Leave,F,"(-0.001, 25820.0]",Suburban,Married,74,11.0,76,4.0,2,Personal Auto,Personal L3,Offer1,Call Center,355.2,Four-Door Car,Medsize,M,1,0,"(334.039, 383.945]"
JG83987,Arizona,6451.263836,No,Extended,Bachelor,1/13/11,Employed,F,"(25820.0, 44428.0]",Urban,Married,81,17.0,14,0.0,7,Personal Auto,Personal L3,Offer3,Web,309.161777,Two-Door Car,Large,A,1,0,"(302.4, 334.039]"
MZ30958,Nevada,6715.59268,No,Extended,High School or Below,2/25/11,Retired,M,"(-0.001, 25820.0]",Suburban,Married,90,6.0,78,0.0,7,Corporate Auto,Corporate L2,Offer1,Agent,432.0,Two-Door Car,Medsize,A,2,0,"(383.945, 453.6]"
IG80910,Oregon,3071.784639,No,Extended,High School or Below,2/22/11,Employed,F,"(44428.0, 68532.8]",Urban,Married,77,10.0,73,1.0,1,Personal Auto,Personal L3,Offer2,Agent,277.582137,Four-Door Car,Medsize,A,2,0,"(212.799, 302.4]"
HF62608,Oregon,6753.428413,No,Extended,College,2/27/11,Employed,F,"(25820.0, 44428.0]",Rural,Single,85,15.0,58,0.0,3,Personal Auto,Personal L3,Offer1,Branch,77.523904,Four-Door Car,Medsize,A,2,0,"(0.098, 104.085]"
YU83697,Nevada,3871.073807,No,Basic,Bachelor,2/27/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,110,8.0,76,0.0,1,Corporate Auto,Corporate L2,Offer1,Agent,528.0,SUV,Small,M,2,0,"(513.6, 599.062]"
NH95163,Oregon,3707.282365,No,Premium,College,2/24/11,Medical Leave,F,"(-0.001, 25820.0]",Urban,Divorced,101,29.0,25,0.0,1,Personal Auto,Personal L3,Offer1,Web,313.885191,Four-Door Car,Medsize,M,2,0,"(302.4, 334.039]"
KC32511,Oregon,5181.620895,Yes,Basic,Master,2/3/11,Employed,F,"(68532.8, 99981.0]",Suburban,Married,64,5.0,80,0.0,6,Personal Auto,Personal L2,Offer2,Agent,307.2,Four-Door Car,Small,A,2,1,"(302.4, 334.039]"
SP41790,California,10623.40552,No,Extended,Bachelor,1/23/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Married,96,11.0,16,0.0,2,Personal Auto,Personal L3,Offer2,Agent,460.8,Four-Door Car,Small,M,1,0,"(453.6, 513.6]"
GH54524,California,16973.74021,No,Premium,High School or Below,2/7/11,Employed,M,"(68532.8, 99981.0]",Rural,Married,142,30.0,31,0.0,2,Personal Auto,Personal L3,Offer4,Agent,92.286763,SUV,Medsize,M,2,0,"(0.098, 104.085]"
IK64989,Washington,4458.113369,Yes,Basic,Bachelor,1/2/11,Retired,M,"(-0.001, 25820.0]",Suburban,Divorced,65,1.0,36,1.0,3,Personal Auto,Personal L2,Offer1,Agent,312.0,Four-Door Car,Medsize,A,1,1,"(302.4, 334.039]"
XV21647,California,8036.45034,No,Basic,High School or Below,2/1/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,112,7.0,42,0.0,9,Personal Auto,Personal L1,Offer1,Branch,806.4,Sports Car,Medsize,A,2,0,"(773.434, 2893.24]"
NP23146,Arizona,5365.93282,No,Basic,College,2/22/11,Employed,F,"(44428.0, 68532.8]",Urban,Married,66,33.0,37,0.0,4,Special Auto,Special L2,Offer3,Branch,211.515893,Two-Door Car,Medsize,A,2,0,"(104.085, 212.799]"
BK57087,California,4347.159852,No,Basic,College,1/1/11,Employed,F,"(25820.0, 44428.0]",Suburban,Married,112,27.0,18,2.0,1,Personal Auto,Personal L3,Offer3,Branch,537.6,SUV,Medsize,A,1,0,"(513.6, 599.062]"
QU93024,California,29706.78459,No,Extended,Bachelor,1/26/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,128,15.0,37,0.0,2,Personal Auto,Personal L2,Offer1,Agent,1345.317161,SUV,Medsize,A,1,0,"(773.434, 2893.24]"
VG68427,Arizona,5608.155723,No,Basic,High School or Below,2/17/11,Employed,M,"(68532.8, 99981.0]",Urban,Married,70,6.0,33,0.0,6,Corporate Auto,Corporate L2,Offer4,Branch,198.75466,Four-Door Car,Medsize,A,2,0,"(104.085, 212.799]"
CQ57225,California,5008.789971,No,Basic,Bachelor,1/16/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,73,4.0,0,0.0,8,Corporate Auto,Corporate L3,Offer1,Call Center,350.4,Two-Door Car,Medsize,M,1,0,"(334.039, 383.945]"
HU81007,Oregon,8196.077584,No,Basic,Bachelor,2/28/11,Disabled,F,"(-0.001, 25820.0]",Suburban,Divorced,108,19.0,28,0.0,3,Personal Auto,Personal L3,Offer1,Agent,518.4,SUV,Medsize,A,2,0,"(513.6, 599.062]"
HV83672,Oregon,28393.32994,No,Extended,Bachelor,2/9/11,Employed,F,"(25820.0, 44428.0]",Urban,Married,90,8.0,87,0.0,2,Personal Auto,Personal L1,Offer1,Branch,321.873474,Four-Door Car,Medsize,M,2,0,"(302.4, 334.039]"
HW61722,Oregon,7188.607263,No,Basic,Bachelor,1/27/11,Unemployed,F,"(-0.001, 25820.0]",Urban,Married,66,15.0,24,0.0,2,Personal Auto,Personal L3,Offer2,Web,278.574142,Four-Door Car,Medsize,M,1,0,"(212.799, 302.4]"
EL89222,California,8609.158215,Yes,Basic,Bachelor,1/14/11,Employed,F,"(68532.8, 99981.0]",Urban,Married,107,2.0,74,0.0,3,Personal Auto,Personal L3,Offer2,Branch,289.040734,SUV,Medsize,M,1,1,"(212.799, 302.4]"
US29010,Oregon,3545.413177,No,Basic,Bachelor,2/2/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,116,23.0,14,3.0,1,Corporate Auto,Corporate L2,Offer2,Call Center,835.2,SUV,Medsize,M,2,0,"(773.434, 2893.24]"
EX63393,California,6314.492009,No,Extended,Master,2/27/11,Employed,F,"(44428.0, 68532.8]",Suburban,Married,78,13.0,12,0.0,6,Personal Auto,Personal L1,Offer3,Agent,374.4,Four-Door Car,Small,M,2,0,"(334.039, 383.945]"
UX71137,Washington,8875.965501,No,Premium,Doctor,2/5/11,Employed,F,"(68532.8, 99981.0]",Urban,Married,110,20.0,56,0.0,6,Personal Auto,Personal L3,Offer2,Web,372.362565,Four-Door Car,Medsize,A,2,0,"(334.039, 383.945]"
JV58396,California,3054.541283,No,Extended,Bachelor,2/25/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,88,29.0,19,0.0,1,Personal Auto,Personal L1,Offer2,Agent,422.4,Four-Door Car,Small,A,2,0,"(383.945, 453.6]"
LI85491,Oregon,3744.577726,No,Basic,High School or Below,1/1/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,101,3.0,32,0.0,1,Personal Auto,Personal L3,Offer1,Agent,727.2,SUV,Small,A,1,0,"(599.062, 773.434]"
HH15953,California,3013.439451,No,Extended,Bachelor,2/20/11,Disabled,M,"(-0.001, 25820.0]",Suburban,Divorced,80,28.0,21,0.0,1,Personal Auto,Personal L3,Offer3,Agent,576.0,Four-Door Car,Medsize,M,2,0,"(513.6, 599.062]"
EZ85603,Arizona,11631.87866,No,Premium,College,1/6/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Married,152,8.0,94,0.0,7,Personal Auto,Personal L3,Offer1,Branch,1082.814636,SUV,Medsize,A,1,0,"(773.434, 2893.24]"
PU25891,Oregon,9618.310865,No,Basic,High School or Below,1/11/11,Employed,F,"(68532.8, 99981.0]",Rural,Married,119,5.0,83,0.0,3,Special Auto,Special L2,Offer1,Branch,53.798708,Sports Car,Medsize,M,1,0,"(0.098, 104.085]"
TE31876,California,11814.53241,No,Basic,High School or Below,2/21/11,Employed,F,"(25820.0, 44428.0]",Suburban,Married,102,15.0,26,3.0,2,Personal Auto,Personal L3,Offer1,Call Center,489.6,Sports Car,Large,M,2,0,"(453.6, 513.6]"
AX38728,California,2966.944264,No,Extended,College,2/19/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Married,81,14.0,75,0.0,1,Personal Auto,Personal L2,Offer1,Branch,388.8,Two-Door Car,Medsize,A,2,0,"(383.945, 453.6]"
RO26085,California,12101.20884,No,Basic,Bachelor,2/4/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,112,28.0,30,0.0,2,Personal Auto,Personal L2,Offer2,Agent,1252.406235,Sports Car,Large,M,2,0,"(773.434, 2893.24]"
HY49431,California,3289.132998,No,Extended,Bachelor,2/26/11,Employed,F,"(-0.001, 25820.0]",Urban,Married,83,17.0,66,0.0,1,Personal Auto,Personal L1,Offer3,Branch,366.90936,Four-Door Car,Medsize,M,2,0,"(334.039, 383.945]"
UP31333,Washington,13869.92705,Yes,Basic,College,1/21/11,Employed,M,"(25820.0, 44428.0]",Suburban,Married,118,1.0,59,0.0,2,Corporate Auto,Corporate L3,Offer2,Branch,612.300581,SUV,Small,M,1,1,"(599.062, 773.434]"
ZM40672,Oregon,6743.126791,No,Basic,Master,1/11/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,61,2.0,76,0.0,2,Corporate Auto,Corporate L3,Offer2,Agent,292.8,Two-Door Car,Small,A,1,0,"(212.799, 302.4]"
GV68933,Arizona,7679.677721,No,Basic,High School or Below,2/23/11,Disabled,M,"(-0.001, 25820.0]",Suburban,Married,101,21.0,18,0.0,9,Personal Auto,Personal L3,Offer1,Call Center,500.633484,SUV,Medsize,A,2,0,"(453.6, 513.6]"
IS95398,Nevada,8444.840217,No,Basic,Bachelor,2/7/11,Employed,F,"(68532.8, 99981.0]",Urban,Single,109,17.0,9,2.0,4,Personal Auto,Personal L2,Offer1,Agent,501.83778,SUV,Small,A,2,0,"(453.6, 513.6]"
OT49339,Oregon,8432.815731,No,Basic,College,2/26/11,Disabled,M,"(-0.001, 25820.0]",Urban,Married,111,12.0,55,0.0,5,Corporate Auto,Corporate L3,Offer2,Call Center,453.578343,SUV,Medsize,M,2,0,"(383.945, 453.6]"
CE10235,California,3409.677392,No,Extended,Bachelor,1/31/11,Employed,F,"(68532.8, 99981.0]",Suburban,Married,85,4.0,69,0.0,1,Personal Auto,Personal L1,Offer2,Agent,408.0,Four-Door Car,Medsize,M,1,0,"(383.945, 453.6]"
HE15857,Washington,6186.265217,No,Extended,Bachelor,2/18/11,Employed,M,"(25820.0, 44428.0]",Suburban,Single,83,12.0,1,2.0,9,Personal Auto,Personal L3,Offer1,Call Center,417.28389,Two-Door Car,Medsize,A,2,0,"(383.945, 453.6]"
WX31658,Arizona,7218.015592,No,Basic,Doctor,1/10/11,Employed,F,"(25820.0, 44428.0]",Urban,Married,61,29.0,31,3.0,2,Personal Auto,Personal L2,Offer3,Call Center,276.590788,Two-Door Car,Medsize,M,1,0,"(212.799, 302.4]"
RN88075,Washington,3021.938522,No,Extended,Bachelor,2/6/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,84,26.0,37,0.0,1,Personal Auto,Personal L1,Offer1,Branch,700.725788,Two-Door Car,Medsize,M,2,0,"(599.062, 773.434]"
TA78865,Nevada,20534.39224,No,Extended,High School or Below,1/29/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,93,24.0,25,0.0,2,Special Auto,Special L3,Offer3,Agent,669.6,Four-Door Car,Small,A,1,0,"(599.062, 773.434]"
LW43630,California,9628.702696,No,Extended,Bachelor,1/6/11,Employed,F,"(68532.8, 99981.0]",Urban,Married,80,28.0,85,0.0,2,Personal Auto,Personal L2,Offer1,Branch,350.689559,Four-Door Car,Medsize,A,1,0,"(334.039, 383.945]"
AT31367,California,6273.911874,Yes,Extended,College,2/16/11,Retired,F,"(-0.001, 25820.0]",Suburban,Divorced,86,21.0,76,0.0,6,Corporate Auto,Corporate L2,Offer1,Branch,412.8,Four-Door Car,Medsize,A,2,1,"(383.945, 453.6]"
FG63582,Oregon,3339.764873,No,Extended,Bachelor,1/15/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,94,20.0,53,0.0,1,Personal Auto,Personal L3,Offer1,Agent,863.327324,Two-Door Car,Small,A,1,0,"(773.434, 2893.24]"
XP11075,Arizona,14567.26841,No,Premium,Bachelor,1/12/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,148,8.0,18,0.0,2,Personal Auto,Personal L2,Offer1,Agent,710.4,SUV,Medsize,M,1,0,"(599.062, 773.434]"
IV84135,California,9429.080755,No,Extended,College,2/27/11,Employed,F,"(68532.8, 99981.0]",Rural,Divorced,83,6.0,52,4.0,2,Personal Auto,Personal L3,Offer4,Agent,108.69654,Four-Door Car,Medsize,A,2,0,"(104.085, 212.799]"
FL50532,Arizona,8237.251407,No,Basic,Master,2/28/11,Employed,M,"(44428.0, 68532.8]",Suburban,Married,103,5.0,76,0.0,3,Personal Auto,Personal L1,Offer3,Web,494.4,Sports Car,Medsize,M,2,0,"(453.6, 513.6]"
ZX93551,Arizona,2867.312197,Yes,Extended,Bachelor,1/3/11,Retired,F,"(-0.001, 25820.0]",Suburban,Divorced,78,19.0,18,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,374.4,Four-Door Car,Medsize,M,1,1,"(334.039, 383.945]"
XZ81226,Arizona,6446.918637,No,Extended,Bachelor,1/1/11,Employed,F,"(25820.0, 44428.0]",Suburban,Married,80,27.0,79,0.0,9,Personal Auto,Personal L1,Offer1,Branch,384.0,Four-Door Car,Medsize,A,1,0,"(383.945, 453.6]"
RW24925,Oregon,31920.76916,No,Basic,College,1/28/11,Employed,F,"(44428.0, 68532.8]",Rural,Married,114,29.0,82,0.0,2,Personal Auto,Personal L3,Offer2,Branch,129.985718,SUV,Medsize,A,1,0,"(104.085, 212.799]"
QS83113,Oregon,5032.386371,No,Basic,Bachelor,1/10/11,Employed,M,"(25820.0, 44428.0]",Suburban,Married,63,4.0,43,0.0,7,Personal Auto,Personal L3,Offer1,Agent,307.080113,Two-Door Car,Small,A,1,0,"(302.4, 334.039]"
BQ51616,Oregon,7263.599744,No,Basic,High School or Below,2/22/11,Employed,F,"(68532.8, 99981.0]",Rural,Married,180,0.0,95,0.0,1,Personal Auto,Personal L1,Offer1,Call Center,204.373113,Luxury SUV,Medsize,A,2,0,"(104.085, 212.799]"
JN55850,California,7035.763363,No,Extended,Doctor,1/22/11,Employed,M,"(68532.8, 99981.0]",Urban,Married,87,2.0,68,0.0,5,Personal Auto,Personal L3,Offer2,Branch,310.160362,Two-Door Car,Medsize,M,1,0,"(302.4, 334.039]"
YC63458,California,5893.368906,No,Basic,Bachelor,1/22/11,Employed,F,"(68532.8, 99981.0]",Rural,Married,74,13.0,13,1.0,5,Personal Auto,Personal L2,Offer3,Agent,8.529778,Two-Door Car,Medsize,A,1,0,"(0.098, 104.085]"
JI82682,California,2480.392738,No,Basic,High School or Below,1/3/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Married,65,1.0,60,0.0,1,Personal Auto,Personal L1,Offer1,Web,328.314222,Four-Door Car,Medsize,M,1,0,"(302.4, 334.039]"
XA75063,Oregon,10213.56338,No,Extended,College,1/9/11,Employed,F,"(25820.0, 44428.0]",Suburban,Divorced,131,1.0,57,0.0,3,Personal Auto,Personal L3,Offer1,Agent,628.8,Sports Car,Medsize,A,1,0,"(599.062, 773.434]"
KM65135,Oregon,4763.327142,No,Basic,College,2/28/11,Disabled,M,"(-0.001, 25820.0]",Suburban,Single,66,24.0,68,0.0,8,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Four-Door Car,Small,M,2,0,"(302.4, 334.039]"
IA85970,California,8099.466122,No,Basic,Bachelor,2/7/11,Unemployed,F,"(-0.001, 25820.0]",Urban,Divorced,112,19.0,42,0.0,6,Personal Auto,Personal L3,Offer1,Branch,438.812143,SUV,Medsize,A,2,0,"(383.945, 453.6]"
KQ98040,California,7996.597066,No,Extended,Bachelor,2/28/11,Employed,F,"(68532.8, 99981.0]",Suburban,Married,99,2.0,57,0.0,3,Corporate Auto,Corporate L2,Offer3,Agent,699.517349,Four-Door Car,Small,A,2,0,"(599.062, 773.434]"
UJ79253,Oregon,21850.84002,No,Extended,College,2/17/11,Employed,F,"(44428.0, 68532.8]",Rural,Married,78,27.0,86,0.0,2,Personal Auto,Personal L1,Offer3,Branch,95.816516,Four-Door Car,Large,M,2,0,"(0.098, 104.085]"
MT41386,Washington,2875.43239,No,Basic,Bachelor,2/2/11,Employed,M,"(68532.8, 99981.0]",Rural,Married,72,6.0,31,0.0,1,Personal Auto,Personal L3,Offer4,Agent,110.484661,Two-Door Car,Medsize,A,2,0,"(104.085, 212.799]"
YL91587,Arizona,2374.147419,No,Basic,High School or Below,2/6/11,Employed,M,"(44428.0, 68532.8]",Suburban,Single,61,15.0,6,0.0,1,Personal Auto,Personal L2,Offer3,Call Center,292.8,Two-Door Car,Large,A,2,0,"(212.799, 302.4]"
MS18916,California,3508.569533,Yes,Extended,College,1/5/11,Medical Leave,M,"(-0.001, 25820.0]",Suburban,Married,98,19.0,96,1.0,1,Personal Auto,Personal L1,Offer2,Branch,1176.2788,Four-Door Car,Small,M,1,1,"(773.434, 2893.24]"
SU86402,Arizona,6568.75877,No,Extended,High School or Below,1/30/11,Disabled,F,"(25820.0, 44428.0]",Suburban,Married,83,29.0,46,0.0,3,Personal Auto,Personal L3,Offer1,Branch,398.4,Two-Door Car,Medsize,M,1,0,"(383.945, 453.6]"
VW65691,Oregon,4314.065657,No,Basic,High School or Below,2/10/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,64,16.0,42,1.0,5,Personal Auto,Personal L3,Offer1,Call Center,460.8,Four-Door Car,Small,A,2,0,"(453.6, 513.6]"
XK84089,California,2619.337376,Yes,Basic,Bachelor,2/5/11,Employed,M,"(68532.8, 99981.0]",Urban,Divorced,66,7.0,56,0.0,1,Personal Auto,Personal L3,Offer1,Agent,225.578841,Two-Door Car,Medsize,M,2,1,"(212.799, 302.4]"
FJ24418,Arizona,3652.666261,No,Extended,Doctor,1/30/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Married,95,22.0,80,0.0,1,Personal Auto,Personal L3,Offer4,Agent,456.0,Four-Door Car,Medsize,M,1,0,"(453.6, 513.6]"
LN55080,Oregon,17732.46488,No,Basic,Bachelor,2/14/11,Employed,F,"(25820.0, 44428.0]",Rural,Married,74,2.0,43,1.0,2,Special Auto,Special L2,Offer1,Call Center,68.647736,Two-Door Car,Medsize,A,2,0,"(0.098, 104.085]"
VU30980,California,9657.579498,Yes,Extended,High School or Below,1/31/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Married,131,34.0,61,0.0,9,Personal Auto,Personal L2,Offer1,Agent,628.8,SUV,Medsize,A,1,1,"(599.062, 773.434]"
ZN34245,Arizona,2308.472055,No,Basic,College,2/23/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,68,9.0,34,0.0,1,Corporate Auto,Corporate L3,Offer2,Web,489.6,Four-Door Car,Medsize,M,2,0,"(453.6, 513.6]"
AT33529,California,2776.748342,No,Basic,Doctor,1/8/11,Employed,F,"(25820.0, 44428.0]",Rural,Divorced,70,25.0,13,0.0,1,Corporate Auto,Corporate L2,Offer3,Branch,85.416096,Four-Door Car,Medsize,A,1,0,"(0.098, 104.085]"
CE12380,Arizona,20090.43865,No,Basic,College,1/11/11,Unemployed,F,"(-0.001, 25820.0]",Urban,Single,66,16.0,19,1.0,2,Corporate Auto,Corporate L3,Offer1,Agent,252.149798,Four-Door Car,Medsize,A,1,0,"(212.799, 302.4]"
HS28694,Washington,2829.863912,No,Basic,High School or Below,2/19/11,Employed,F,"(-0.001, 25820.0]",Rural,Married,71,15.0,97,0.0,1,Personal Auto,Personal L2,Offer4,Branch,50.422181,Two-Door Car,Medsize,M,2,0,"(0.098, 104.085]"
WK64739,Arizona,2359.423599,Yes,Basic,Bachelor,1/11/11,Disabled,F,"(-0.001, 25820.0]",Suburban,Divorced,63,22.0,96,0.0,1,Corporate Auto,Corporate L3,Offer1,Web,352.394515,Four-Door Car,Medsize,M,1,1,"(334.039, 383.945]"
MR39613,California,36860.90798,No,Extended,Bachelor,2/1/11,Medical Leave,M,"(-0.001, 25820.0]",Suburban,Married,122,28.0,53,0.0,2,Special Auto,Special L2,Offer1,Branch,878.4,Sports Car,Small,M,2,0,"(773.434, 2893.24]"
LQ50657,Arizona,3644.833554,Yes,Extended,High School or Below,1/15/11,Employed,F,"(68532.8, 99981.0]",Suburban,Married,90,1.0,69,0.0,1,Personal Auto,Personal L1,Offer2,Agent,432.0,Two-Door Car,Large,A,1,1,"(383.945, 453.6]"
UT88283,Arizona,2775.080095,No,Basic,College,1/22/11,Disabled,F,"(25820.0, 44428.0]",Rural,Married,73,31.0,79,0.0,1,Personal Auto,Personal L3,Offer1,Agent,153.200014,Two-Door Car,Medsize,M,1,0,"(104.085, 212.799]"
WA67245,Oregon,22093.61618,No,Premium,High School or Below,1/12/11,Employed,F,"(-0.001, 25820.0]",Urban,Married,185,26.0,79,0.0,2,Personal Auto,Personal L3,Offer1,Branch,785.367947,Sports Car,Medsize,M,1,0,"(773.434, 2893.24]"
SO55284,Nevada,8646.504109,Yes,Basic,High School or Below,1/2/11,Employed,F,"(44428.0, 68532.8]",Urban,Married,108,3.0,44,0.0,3,Personal Auto,Personal L1,Offer2,Branch,369.818708,SUV,Large,M,1,1,"(334.039, 383.945]"
KH93988,Oregon,7708.883885,No,Extended,College,1/5/11,Employed,F,"(68532.8, 99981.0]",Rural,Married,98,21.0,95,3.0,8,Personal Auto,Personal L3,Offer1,Web,196.37368,Two-Door Car,Medsize,A,1,0,"(104.085, 212.799]"
KK15032,Arizona,2702.380487,No,Basic,High School or Below,2/3/11,Employed,F,"(44428.0, 68532.8]",Suburban,Married,68,28.0,86,1.0,1,Personal Auto,Personal L1,Offer2,Web,326.4,Two-Door Car,Medsize,A,2,0,"(302.4, 334.039]"
FG91922,Arizona,40224.01359,No,Basic,Master,2/7/11,Employed,M,"(44428.0, 68532.8]",Suburban,Married,111,7.0,14,0.0,2,Personal Auto,Personal L2,Offer1,Branch,532.8,SUV,Medsize,A,2,0,"(513.6, 599.062]"
BN74259,Arizona,2833.797966,No,Basic,High School or Below,2/21/11,Employed,M,"(44428.0, 68532.8]",Suburban,Divorced,73,16.0,71,0.0,1,Corporate Auto,Corporate L1,Offer2,Branch,350.4,Four-Door Car,Medsize,M,2,0,"(334.039, 383.945]"
